"group","individual.local.identifier","timestamp","location.long","location.lat"
"AA","all",2014-01-11 10:30:00,-85.3781291702677,10.5101686622993
"AA","all",2014-01-11 11:00:00,-85.3787727689736,10.5107301381035
"AA","all",2014-01-11 11:30:00,-85.3794112103785,10.5110243988673
"AA","all",2014-01-11 12:00:00,-85.379771157155,10.5114961322417
"AA","all",2014-01-11 12:30:00,-85.3800065629411,10.5122257489772
"AA","all",2014-01-11 13:00:00,-85.3799767373364,10.5134424939923
"AA","all",2014-01-11 13:30:00,-85.3797322511323,10.5140729248531
"AA","all",2014-01-11 14:00:00,-85.3799366465617,10.5152074825262
"AA","all",2014-01-11 14:30:00,-85.3802154539006,10.5160582903802
"AA","all",2014-01-11 15:00:00,-85.3806490497652,10.5166152119644
"AA","all",2014-01-11 15:30:00,-85.3809485489287,10.5174745945518
"AA","all",2014-01-11 16:00:00,-85.3816584261346,10.5195827130424
"AA","all",2014-01-11 16:30:00,-85.3821718739524,10.5215261550725
"AA","all",2014-01-11 17:00:00,-85.3816446778199,10.522259060543
"AA","all",2014-01-11 17:30:00,-85.3811276145279,10.5229755118489
"AA","all",2014-01-12 05:00:00,-85.3812844818205,10.5225973762593
"AA","all",2014-01-12 05:30:00,-85.3811331745278,10.5212296033302
"AA","all",2014-01-12 06:00:00,-85.3815997811825,10.5203905189998
"AA","all",2014-01-12 06:30:00,-85.3824633964636,10.5202597752475
"AA","all",2014-01-12 07:00:00,-85.3833429376561,10.520457448685
"AA","all",2014-01-12 07:30:00,-85.3847732680358,10.5195390717122
"AA","all",2014-01-12 08:00:00,-85.3850119420797,10.5186829576328
"AA","all",2014-01-12 08:30:00,-85.3842709954135,10.5166556687215
"AA","all",2014-01-12 09:00:00,-85.3834775367436,10.5156153347919
"AA","all",2014-01-12 09:30:00,-85.3828612574513,10.5151788471769
"AA","all",2014-01-12 10:00:00,-85.3824924118843,10.5149926710898
"AA","all",2014-01-12 10:30:00,-85.3824834851553,10.5149849457671
"AA","all",2014-01-12 11:00:00,-85.3825983535357,10.5150678064736
"AA","all",2014-01-12 11:30:00,-85.3827320504928,10.5151096545183
"AA","all",2014-01-12 12:00:00,-85.3826167993319,10.5152380513079
"AA","all",2014-01-12 12:30:00,-85.382365481923,10.5159440310775
"AA","all",2014-01-12 13:00:00,-85.3825207985792,10.5166975781325
"AA","all",2014-01-12 13:30:00,-85.382710676563,10.5176728265407
"AA","all",2014-01-12 14:00:00,-85.3836415567599,10.5183019302977
"AA","all",2014-01-12 14:30:00,-85.3842803273343,10.5193480200508
"AA","all",2014-01-12 15:00:00,-85.384632269932,10.5198798654833
"AA","all",2014-01-12 15:30:00,-85.3843973674522,10.5204551296512
"AA","all",2014-01-12 16:00:00,-85.3838011486186,10.5201505873981
"AA","all",2014-01-12 16:30:00,-85.3821054330441,10.5195747782342
"AA","all",2014-01-12 17:00:00,-85.3816740472215,10.5188189093967
"AA","all",2014-01-12 17:30:00,-85.3807653486729,10.5186395533383
"AA","all",2014-01-13 05:00:00,-85.3810611181762,10.5185822770846
"AA","all",2014-01-13 05:30:00,-85.3809855133208,10.517639676125
"AA","all",2014-01-13 06:00:00,-85.3806433079736,10.516146509925
"AA","all",2014-01-13 06:30:00,-85.380181255692,10.5144571373262
"AA","all",2014-01-13 07:00:00,-85.3797765914388,10.5134763289265
"AA","all",2014-01-13 07:30:00,-85.3796176007009,10.5134162586211
"AA","all",2014-01-13 08:00:00,-85.379628455268,10.5134104751074
"AA","all",2014-01-13 08:30:00,-85.3798846482632,10.5131597584904
"AA","all",2014-01-13 09:00:00,-85.3800942375885,10.5128545314106
"AA","all",2014-01-13 09:30:00,-85.3800692595446,10.5117167858462
"AA","all",2014-01-13 10:00:00,-85.3793630561012,10.5111042225851
"AA","all",2014-01-13 10:30:00,-85.3780173976077,10.5100234318622
"AA","all",2014-01-13 11:00:00,-85.3779879351518,10.5099077616271
"AA","all",2014-01-13 11:30:00,-85.3769814645554,10.5101985023912
"AA","all",2014-01-13 12:00:00,-85.3770408919159,10.5090136081501
"AA","all",2014-01-13 12:30:00,-85.3765036817614,10.5087366562321
"AA","all",2014-01-13 13:00:00,-85.3758674114228,10.5085439281636
"AA","all",2014-01-13 13:30:00,-85.3755974163159,10.5080664111522
"AA","all",2014-01-13 14:00:00,-85.3753183688971,10.5073412368076
"AA","all",2014-01-13 14:30:00,-85.3747809630478,10.5069591338167
